heap,be,1024,650.067810914
heap,be,1024,650.252108881
heap,be,1024,649.714008576
heap,be,1024,650.55023018
heap,be,1024,646.620239127
heap,be,1024,649.751066124
heap,be,1024,649.471914698
heap,be,1024,649.326880951
heap,be,1024,649.58572852
heap,be,1024,651.867702555
heap,be,1024,652.138923012
heap,be,1024,648.624750312
heap,be,1024,652.187897767
heap,be,1024,651.408681174
heap,be,1024,651.086797833
heap,be,2048,756.659196572
heap,be,2048,756.789540389
heap,be,2048,754.166544512
heap,be,2048,756.409101517
heap,be,2048,753.338201883
heap,be,2048,756.547483912
heap,be,2048,756.793440474
heap,be,2048,756.701652515
heap,be,2048,756.743233616
heap,be,2048,756.643374835
heap,be,2048,756.710660267
heap,be,2048,756.791505088
heap,be,2048,756.621764833
heap,be,2048,756.764036876
heap,be,2048,756.948288732
heap,be,4096,743.480106521
heap,be,4096,743.826613992
heap,be,4096,745.53130089
heap,be,4096,745.753014143
heap,be,4096,745.631354247
heap,be,4096,745.297536251
heap,be,4096,745.742653035
heap,be,4096,745.585901228
heap,be,4096,745.655315822
heap,be,4096,745.624398063
heap,be,4096,745.559581927
heap,be,4096,745.753868386
heap,be,4096,745.481954728
heap,be,4096,745.408177098
heap,be,4096,745.598239707
heap,be,8188,747.011182204
heap,be,8188,747.026343214
heap,be,8188,747.044804888
heap,be,8188,747.040845548
heap,be,8188,747.044663738
heap,be,8188,744.685750212
heap,be,8188,744.685769742
heap,be,8188,744.659423012
heap,be,8188,744.578253424
heap,be,8188,744.698741399
heap,be,8188,744.63387876
heap,be,8188,744.705852387
heap,be,8188,744.691774359
heap,be,8188,744.693794858
heap,be,8188,744.704391117
heap,be,8192,746.912390853
heap,be,8192,746.908784746
heap,be,8192,746.90075325
heap,be,8192,746.911894565
heap,be,8192,746.920938536
heap,be,8192,748.119661081
heap,be,8192,748.132810729
heap,be,8192,748.142364305
heap,be,8192,748.114033847
heap,be,8192,747.986161552
heap,be,8192,748.136502099
heap,be,8192,748.044280717
heap,be,8192,748.139577372
heap,be,8192,748.116295834
heap,be,8192,748.129432827
heap,be,8196,737.718727434
heap,be,8196,737.459284672
heap,be,8196,735.589115378
heap,be,8196,737.331931343
heap,be,8196,737.542424505
heap,be,8196,733.258303928
heap,be,8196,736.311341017
heap,be,8196,736.634049879
heap,be,8196,736.255732584
heap,be,8196,734.32758647
heap,be,8196,736.256155628
heap,be,8196,736.362913463
heap,be,8196,733.611829047
heap,be,8196,736.153183059
heap,be,8196,736.649866447
heap,be,16384,747.445436597
heap,be,16384,747.398939878
heap,be,16384,747.453013196
heap,be,16384,747.433104839
heap,be,16384,747.441214828
heap,be,16384,747.443594316
heap,be,16384,747.445519728
heap,be,16384,747.443763258
heap,be,16384,747.338297259
heap,be,16384,747.438818372
heap,be,16384,747.333556617
heap,be,16384,747.452349031
heap,be,16384,747.438396468
heap,be,16384,747.4449834
heap,be,16384,747.44917035
heap,le,1024,691.525518305
heap,le,1024,691.079177567
heap,le,1024,680.761809804
heap,le,1024,682.424253965
heap,le,1024,689.727042542
heap,le,1024,691.522408822
heap,le,1024,690.132874584
heap,le,1024,691.137807721
heap,le,1024,691.486003022
heap,le,1024,692.366495655
heap,le,1024,690.929975386
heap,le,1024,690.495985852
heap,le,1024,688.246166762
heap,le,1024,691.328170567
heap,le,1024,692.414138475
heap,le,2048,704.895647113
heap,le,2048,704.940125657
heap,le,2048,704.993668909
heap,le,2048,704.946302086
heap,le,2048,704.9721603
heap,le,2048,705.012684859
heap,le,2048,704.871371689
heap,le,2048,704.905238179
heap,le,2048,704.949743377
heap,le,2048,704.898890747
heap,le,2048,705.040278579
heap,le,2048,705.056198281
heap,le,2048,705.015038862
heap,le,2048,704.968241688
heap,le,2048,704.652440567
heap,le,4096,698.43406434
heap,le,4096,698.511910343
heap,le,4096,698.406261049
heap,le,4096,698.520219896
heap,le,4096,698.541358466
heap,le,4096,697.676877542
heap,le,4096,697.727272971
heap,le,4096,697.619680574
heap,le,4096,697.715442975
heap,le,4096,697.472463798
heap,le,4096,697.700382664
heap,le,4096,697.73746759
heap,le,4096,697.69029505
heap,le,4096,697.733660152
heap,le,4096,697.659650805
heap,le,8188,699.107661993
heap,le,8188,699.163283
heap,le,8188,699.185624345
heap,le,8188,699.167201827
heap,le,8188,699.185290975
heap,le,8188,698.178859977
heap,le,8188,698.232274515
heap,le,8188,698.248367277
heap,le,8188,698.237147531
heap,le,8188,698.171217735
heap,le,8188,698.354627783
heap,le,8188,698.197821952
heap,le,8188,698.036484557
heap,le,8188,698.23874587
heap,le,8188,698.221749843
heap,le,8192,699.211780685
heap,le,8192,699.066236982
heap,le,8192,699.167106948
heap,le,8192,699.145198457
heap,le,8192,699.142775562
heap,le,8192,699.128646772
heap,le,8192,699.095325236
heap,le,8192,699.172478695
heap,le,8192,699.005681753
heap,le,8192,699.030685353
