1,32025.6333333,29546.7,25166.3836447,17299.3666667,24363.7666667,17288.5,29814.2333333,17373.8753749,20813.2666667,27403.7666667
2,36608.2333333,31340.8,37785.4333333,34998.6666667,43744.676597,33922.7025766,35646.5,32389.8,35756.6666667,38260.0666667
3,38850.2333333,36265.8,37261.3666667,36057.8666667,39059.0313656,44382.7666667,39271.2395427,36123.1,37422.1666667,46201.0266324
4,36918.9666667,40393.2333333,39479.1666667,37891.2333333,38654.0333333,46827.3724209,40357.1666667,38680.7666667,38894.2666667,37996.9
5,43373.6666667,38216.2666667,40026.5657811,38225.7,37775.2,41162.8007732,45338.3333333,42822.6666667,43185.5,38276.5333333
6,44278.3573881,43392.5666667,39033.7666667,39878.4666667,39242.5,41788.0666667,46640.9333333,37980.6333333,38731.8666667,40216.1
8,48456.6666667,37232.8,40186.8333333,46382.5,43439.7,38870.4666667,43350.3,47588.1,42858.7,45061.2979567
10,45210.7,40338.7666667,39010.6333333,43864.3333333,42303.3666667,44890.2333333,43035.5,41480.0333333,41684.1666667,44956.7666667
12,40749.1666667,42071.6,40112.0,39677.3440885,40288.5,44109.0,49699.3333333,38415.0333333,41614.3666667,42985.1666667
14,39739.4666667,39653.1666667,41555.6666667,39203.9932002,40498.7666667,37650.7333333,39919.8666667,38998.5,37189.5,41338.5666667
16,40093.1,41908.0,41687.0666667,39326.8,44769.9666667,40864.8666667,39280.2666667,38702.4666667,41728.2333333,41116.9333333
18,40480.2,42622.9,39033.0666667,38681.4333333,43900.7,39670.1666667,39261.3333333,39710.4333333,41602.9,39651.7666667
20,42890.3333333,38960.10133,43399.4666667,38386.7333333,42474.4,37533.5,45233.0333333,40792.4,41313.3895537,40167.8
